alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,latitude,longitude
Yogyakarta,735550000,3,75,80,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,291312000,2,40,168,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Mergangsan,598000000,3,75,72,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,Y,-7.8147344,110.372558
Yogyakarta,1600000000,3,74,65,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8011945,110.364917
Gondokusuman,3999999988,6,1000,744,6,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,-7.78674395,110.3809996
Yogyakarta,17500000000,3,200,470,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,275000000,2,36,70,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8011945,110.364917
Umbulharjo,3350000000,13,400,591,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Tegalrejo,118921000,2,40,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Gondokusuman,7000000000,10,800,711,9,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Wirobrajan,950000000,4,160,189,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Wirobrajan,2000000000,3,100,100,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Tegalrejo,2900000000,7,217,144,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,1800000000,6,220,160,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,2295300000,4,110,228,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,5900000000,6,490,370,5,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1850000000,4,132,190,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Gondomanan,20000000000,10,600,992,5,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,-7.80239475,110.3661123
Yogyakarta,1500000000,5,185,200,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Gondokusuman,2500000000,7,200,138,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Wirobrajan,4650000000,5,215,184,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Gondokusuman,4700000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.78674395,110.3809996
Tegalrejo,650000000,2,80,82,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,1400000000,6,192,174,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,1000000000,3,90,111,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2500000000,5,175,270,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Kotagede,2000000000,5,205,257,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,2150000000,5,190,207,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,2000000000,3,229,206,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,2100000000,6,211,358,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,770000000,2,78,78,1,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,-7.81831055,110.3979409
Wirobrajan,650000000,2,50,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Mantrijeron,1650000000,4,150,198,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Jetis,498000000,2,36,107,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-8.0351266,110.4908351
Pakualaman,25000000000,7,500,1109,3,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.80043375,110.3762266
Wirobrajan,8500000000,7,436,404,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,9700000000,8,500,1140,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,476000000,2,40,88,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,428000000,2,36,92,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,478600000,2,40,78,1,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,-7.78674395,110.3809996
Umbulharjo,1300000000,3,120,147,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,4200000000,8,370,521,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Umbulharjo,950000000,3,110,116,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,1300000000,3,108,81,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Gondokusuman,40000000000,13,1185,996,7,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,-7.78674395,110.3809996
Yogyakarta,1500000000,4,175,214,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1400000000,4,105,166,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,3500000000,13,540,418,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gedong Tengen,992500000,3,85,100,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,-7.7892366,110.3589977
Mantrijeron,950000000,2,100,140,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,2000000000,5,200,149,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Jetis,2875000000,5,197,157,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,-8.0351266,110.4908351
Pakualaman,5500000000,3,400,699,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Mantrijeron,1200000000,4,150,196,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
Umbulharjo,3900000000,10,540,418,8,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,1500000000,10,194,160,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,4300000000,3,182,297,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Mergangsan,2100000000,4,195,133,3,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,Y,N,-7.8147344,110.372558
Umbulharjo,1250000000,5,200,114,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1500000000,5,260,140,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1500000000,4,200,156,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Umbulharjo,690000000,2,70,82,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1650000000,4,125,105,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,6500000000,26,492,580,26,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,-7.81831055,110.3979409
Tegalrejo,2699000000,5,300,144,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,3500000000,7,250,200,4,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,-7.8143777,110.3873737
Kotagede,850000000,2,64,113,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,-7.8143777,110.3873737
Umbulharjo,1700000000,5,200,285,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,980000000,3,100,155,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,875000000,3,64,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,330000000,5,100,55,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Mantrijeron,1400000000,3,120,63,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Gondomanan,2400000000,9,199,136,11,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80239475,110.3661123
Umbulharjo,1300000000,5,130,90,5,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,2900000000,6,252,144,6,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,2100000000,4,195,133,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Umbulharjo,2500000000,3,160,136,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,550000000,3,100,156,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Wirobrajan,4100000000,3,350,512,5,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,-7.8026238,110.3504467
Umbulharjo,5500000000,10,600,669,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,900000000,5,300,339,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.78045495,110.355073
Umbulharjo,4000000000,13,500,418,8,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Wirobrajan,4100000000,3,350,512,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Gondokusuman,4700000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.78674395,110.3809996
Mergangsan,3000000000,9,200,215,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Tegalrejo,2900000000,4,220,208,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Mantrijeron,12500000000,64,2000,850,64,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,-7.81806785,110.3597226
Tegalrejo,900000000,5,300,339,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,-7.78045495,110.355073
Wirobrajan,37000000000,8,806,2581,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,1000000000,4,160,154,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Mantrijeron,1000000000,3,100,129,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,3999000000,7,250,600,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Kotagede,12500000000,17,803,1095,20,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Wirobrajan,594600000,2,40,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Mantrijeron,8500000000,10,350,1241,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,594600000,2,40,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Gondokusuman,755000000,2,69,120,1,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.78674395,110.3809996
Tegalrejo,428000000,2,36,92,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.78045495,110.355073
Umbulharjo,950000000,3,80,104,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Kotagede,2500000000,6,280,255,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,-7.81831055,110.3979409
Mergangsan,1555000000,3,120,104,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Umbulharjo,40000000000,4,300,1597,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Tegalrejo,900000000,5,300,339,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,-7.78045495,110.355073
Yogyakarta,705000000,3,54,143,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,3775800000,5,195,389,6,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Wirobrajan,1300000000,3,115,104,2,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Yogyakarta,5500000000,19,530,450,20,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,-7.8011945,110.364917
Wirobrajan,2750000000,4,185,213,4,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8026238,110.3504467
Umbulharjo,3500000000,5,400,270,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,850000000,2,130,159,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,5200000000,12,500,525,12,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,3800000000,13,540,418,8,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,2100000000,4,190,133,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,3250000000,10,250,376,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Tegalrejo,2800000000,4,170,213,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.78045495,110.355073
Mantrijeron,1000000000,5,100,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,1400000000,3,80,134,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2500000000,3,200,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1500000000,3,110,130,2,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Yogyakarta,2500000000,11,200,242,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,3500000000,5,300,440,3,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,-7.8143777,110.3873737
Yogyakarta,2500000000,5,210,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,1350000000,3,130,160,2,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,4500000000,7,250,525,4,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,-7.8143777,110.3873737
Umbulharjo,3300000000,4,216,275,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,1400000000,2,90,160,3,N,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,-7.8026238,110.3504467
Yogyakarta,2400000000,4,110,139,3,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,2100000000,5,250,336,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Mantrijeron,923000000,3,80,89,2,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-7.81806785,110.3597226
Mergangsan,2250000000,11,300,376,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8147344,110.372558
Kotagede,1350000000,3,125,162,2,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Umbulharjo,1230000000,5,220,186,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Yogyakarta,1850000000,6,140,263,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,1000000000,3,90,110,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Gondokusuman,40000000000,13,996,1185,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y,-7.78674395,110.3809996
Pakualaman,3000000000,4,180,280,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Jetis,8000000000,5,350,485,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-8.0351266,110.4908351
Jetis,13000000000,8,880,550,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-8.0351266,110.4908351
Mantrijeron,559000000,2,120,90,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Tegalrejo,1600000000,3,150,150,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.78045495,110.355073
Gondokusuman,6500000000,4,200,286,4,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Umbulharjo,32000000000,4,800,2270,4,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Wirobrajan,1400000000,3,65,71,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Kraton,3800000000,2,300,582,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,-7.8087986,110.3627263
Mergangsan,850000000,3,45,103,1,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,-7.8147344,110.372558
Kotagede,4100000000,3,275,388,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,1290000000,4,100,107,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Jetis,2000000000,5,300,180,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,-8.0351266,110.4908351
Kraton,1500000000,2,103,103,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Wirobrajan,650000000,2,50,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Kotagede,2350000000,4,203,395,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Wirobrajan,250000000,2,36,70,1,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,-7.8026238,110.3504467
Yogyakarta,13000000000,10,1200,455,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mantrijeron,750000000,3,96,77,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Kotagede,450000000,8,120,111,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,-7.81831055,110.3979409
Gondokusuman,13000000000,10,1700,2650,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Mantrijeron,1250000000,4,182,103,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,900000000,2,80,105,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,1000000000,2,55,125,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,-7.81806785,110.3597226
Umbulharjo,2200000000,5,150,166,6,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,690000000,2,55,105,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Tegalrejo,1500000000,3,160,90,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Kotagede,2000000000,4,259,153,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Mantrijeron,1050000000,4,165,107,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Jetis,3000000000,4,263,325,5,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,-8.0351266,110.4908351
Jetis,2600000000,1,623,711,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-8.0351266,110.4908351
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Tegalrejo,12000000000,7,700,500,8,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,-7.78045495,110.355073
Umbulharjo,2600000000,5,225,210,6,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Kotagede,9300000000,5,502,531,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Mantrijeron,553000000,5,100,158,3,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
