alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak
Umbulharjo,40000000000,4,300,1597,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Tegalrejo,900000000,5,300,339,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
Yogyakarta,705000000,3,54,143,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,3775800000,5,195,389,6,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Wirobrajan,1300000000,3,115,104,2,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,5500000000,19,530,450,20,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
Wirobrajan,2750000000,4,185,213,4,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,3500000000,5,400,270,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
Umbulharjo,850000000,2,130,159,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
Umbulharjo,5200000000,12,500,525,12,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,3800000000,13,540,418,8,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2100000000,4,190,133,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,3250000000,10,250,376,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2800000000,4,170,213,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Mantrijeron,1000000000,5,100,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1400000000,3,80,134,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,3,200,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1500000000,3,110,130,2,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N
Yogyakarta,2500000000,11,200,242,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3500000000,5,300,440,3,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y
Yogyakarta,2500000000,5,210,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,1350000000,3,130,160,2,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N
Umbulharjo,4500000000,7,250,525,4,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y
Umbulharjo,3300000000,4,216,275,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,1400000000,2,90,160,3,N,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N
Yogyakarta,2400000000,4,110,139,3,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,2100000000,5,250,336,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Mantrijeron,923000000,3,80,89,2,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Mergangsan,2250000000,11,300,376,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,1350000000,3,125,162,2,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,1230000000,5,220,186,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N
Yogyakarta,1850000000,6,140,263,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,1000000000,3,90,110,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N
Gondokusuman,40000000000,13,996,1185,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y
Pakualaman,3000000000,4,180,280,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,8000000000,5,350,485,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,13000000000,8,880,550,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,559000000,2,120,90,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,1600000000,3,150,150,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Gondokusuman,6500000000,4,200,286,4,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N
Umbulharjo,32000000000,4,800,2270,4,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N
Wirobrajan,1400000000,3,65,71,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,3800000000,2,300,582,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N
Mergangsan,850000000,3,45,103,1,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N
Kotagede,4100000000,3,275,388,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1290000000,4,100,107,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,2000000000,5,300,180,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
Kraton,1500000000,2,103,103,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,650000000,2,50,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2350000000,4,203,395,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,250000000,2,36,70,1,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y
Yogyakarta,13000000000,10,1200,455,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,750000000,3,96,77,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,450000000,8,120,111,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
Gondokusuman,13000000000,10,1700,2650,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1250000000,4,182,103,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,900000000,2,80,105,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1000000000,2,55,125,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y
Umbulharjo,2200000000,5,150,166,6,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N
Umbulharjo,690000000,2,55,105,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N
Tegalrejo,1500000000,3,160,90,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2000000000,4,259,153,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1050000000,4,165,107,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,3000000000,4,263,325,5,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y
Jetis,2600000000,1,623,711,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N
Tegalrejo,12000000000,7,700,500,8,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N
Umbulharjo,2600000000,5,225,210,6,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Kotagede,9300000000,5,502,531,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,553000000,5,100,158,3,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N
Mantrijeron,1100000000,3,160,90,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,240000000,2,32,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1200000000,4,130,114,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Kraton,700000000,3,50,106,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,695000000,3,80,88,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,4000000000,4,170,200,4,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N
Kraton,1200000000,3,75,115,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,496000000,3,45,83,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,860000000,3,80,65,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y
Umbulharjo,860000000,3,80,65,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,8100000000,11,545,545,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,4000000000,13,500,418,8,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N
Yogyakarta,2337300000,4,110,236,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,2110500000,4,110,199,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Umbulharjo,6500000000,4,350,722,3,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N
Gondokusuman,13000000000,4,200,425,4,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
Kotagede,14000000000,13,1200,1200,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,1100000000,3,100,110,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,3855000000,4,300,771,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1300000000,5,130,90,5,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,3,200,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,10000000000,8,600,1140,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,705000000,3,54,142,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Danurejan,10000000000,5,650,500,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
Tegalrejo,1600000000,3,150,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,1750000000,5,200,172,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N
Kotagede,1250000000,4,180,157,3,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
Wirobrajan,960000000,3,75,85,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Tegalrejo,2400000000,4,191,171,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2400000000,4,191,171,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,4000000000,10,540,418,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1700000000,3,123,108,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1000000000,3,70,200,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,1300000000,3,108,81,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2100000000,4,225,150,3,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N
Umbulharjo,2400000000,3,237,196,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,5000000000,10,300,635,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2000000000,6,180,240,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,4100000000,8,395,350,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N
Wirobrajan,650000000,2,50,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1300000000,6,122,115,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Wirobrajan,9300000000,5,502,525,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,575000000,2,50,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2800000000,6,500,259,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1450000000,3,125,133,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,1500000000,4,150,210,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,850000000,9,270,286,8,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Tegalrejo,2900000000,5,682,499,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,650000000,2,78,50,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2000000000,4,163,131,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1200000000,3,150,126,2,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,690000000,3,60,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N
Jetis,605000000,2,60,110,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,1190000000,3,140,144,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N
Umbulharjo,1300000000,3,150,110,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,2350000000,4,200,393,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3500000000,6,400,231,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N
Umbulharjo,2820366851,3,130,76,2,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y
Gondokusuman,4300000000,4,182,297,4,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,37000000000,10,480,2581,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,17000000000,11,869,2021,12,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
Tegalrejo,1900000000,3,120,132,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2200000000,5,175,148,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,975200000,5,300,212,5,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N
Mantrijeron,1400000000,2,90,130,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N
Mantrijeron,850000000,3,96,77,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
Mergangsan,790000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,798000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,895000000,3,76,98,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N
Kotagede,1500000000,3,140,207,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
Pakualaman,250000000,2,58,67,1,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N
Yogyakarta,2110500000,4,110,200,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,2295300000,4,110,229,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,1100000000,2,80,228,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,325000000,2,55,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,650000000,3,113,116,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1350000000,6,230,150,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,4500000000,7,400,380,6,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N
Mantrijeron,2700000000,3,162,147,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,1550000000,6,97,137,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Gondokusuman,1250000000,5,177,100,5,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N
Gondomanan,2200000000,15,380,200,10,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,4200000000,6,163,693,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,550000000,5,150,115,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,498090000,2,36,107,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N
Umbulharjo,1190000000,3,140,144,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,350000000,2,100,121,1,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,800000000,4,100,114,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondomanan,845000000,2,55,140,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,745000000,9,250,191,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
Mantrijeron,3000000000,3,150,280,3,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N
Gondokusuman,4500000000,15,495,495,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,950000000,3,80,104,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,800000000,4,100,114,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,1200000000,3,100,115,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondomanan,1900000000,6,170,317,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,200000000,2,36,70,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1650000000,4,125,105,3,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N
Tegalrejo,1500000000,4,120,128,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,290000000,2,76,76,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,4700000000,7,400,380,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,7800000000,4,350,1241,5,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
Umbulharjo,2500000000,5,172,155,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,4400000000,5,260,275,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1800000000,6,220,160,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,12500000000,5,500,2852,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N
Gondokusuman,1700000000,7,197,197,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,2800000000,11,350,350,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,3100000000,7,200,337,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,1900000000,5,210,250,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,10900000000,6,540,412,5,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N
Umbulharjo,1800000000,3,150,235,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,300000000,2,40,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Mantrijeron,3300000000,4,220,147,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,960000000,2,130,137,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1400900000,4,140,428,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N
Mantrijeron,1290000000,4,103,108,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,2950000000,4,170,322,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,15000000000,8,850,550,6,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y
Umbulharjo,2100000000,4,190,133,3,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
Umbulharjo,900000000,3,80,105,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N
Kotagede,6500000000,10,492,580,9,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N
Kraton,1590000000,4,150,315,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1900000000,3,162,550,2,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
Umbulharjo,1650000000,3,110,100,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N
Yogyakarta,1900000000,6,220,218,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,1499000000,3,120,148,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2800000000,4,350,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N
Ngampilan,385000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,1250000000,4,184,105,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,3900000000,5,340,452,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,3000000000,4,210,218,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,5,213,470,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2600000000,4,300,160,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2600000000,4,300,160,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,1300000000,4,183,280,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
